ORISPL,YEAR,PSTATABB,NAMEPCAP,CAPFAC,SECTOR,PLFUELCT,PLNGENAN,PLHTIAN,PLCO2AN,PLCO2RTA,TREATED,NEIGHBOR,POST
2876,2022,OH,1086.5,0.5494,Electric Utility,COAL,5229446.0,59249637.0,6079003.0,2324.913,0,0,1
61322,2022,OH,1043.8,0.2835,IPP Non-CHP,GAS,2592141.0,16339177.0,971012.0,749.197,0,0,1
55110,2022,OH,692.0,0.1065,Electric Utility,GAS,645270.0,8314789.0,494105.0,1531.466,0,0,1
2832,2022,OH,1180.8,0.6034,IPP Non-CHP,COAL,6241192.0,64094294.0,6576076.0,2107.314,0,0,1
59326,2022,OH,543.9,0.7464,IPP Non-CHP,GAS,3556461.0,23989630.0,1425670.0,801.735,0,0,1
2848,2022,OH,32.6,0.001,IPP Non-CHP,GAS,297.0,13392.0,783.0,5270.633,0,0,1
7783,2022,OH,32.0,0.0034,Electric Utility,GAS,961.0,10770.0,635.0,1322.164,0,0,1
7782,2022,OH,32.0,0.0045,Electric Utility,GAS,1258.0,15140.0,893.0,1419.714,0,0,1
59764,2022,OH,1061.5,0.6088,IPP Non-CHP,GAS,5660712.0,38733171.0,2301852.0,813.273,0,0,1
2935,2022,OH,84.5,0.0399,Electric Utility,COAL,29511.0,507466.0,45661.0,3094.493,0,0,1
2936,2022,OH,55.5,0.0001,Electric Utility,COAL,38.0,6167.0,546.0,28762.053,0,0,1
2937,2022,OH,36.3,0.0,Electric Utility,OIL,0.0,0.0,0.0,0.0,0,0,1
10244,2022,OH,92.8,0.425,Industrial CHP,GAS,345489.0,1517664.0,0.0,0.0,0,0,1
2880,2022,OH,450.0,0.0693,IPP Non-CHP,GAS,273209.0,3544255.0,210630.0,1541.9,0,0,1
7872,2022,OH,594.0,0.1057,Electric Utility,GAS,549760.0,5928550.0,350158.0,1273.858,0,0,1
55401,2022,OH,977.5,0.1638,IPP Non-CHP,GAS,1402678.0,15482830.0,920133.0,1311.966,0,0,1
60356,2022,OH,1210.4,0.8008,IPP Non-CHP,GAS,8490504.0,55878140.0,3320759.0,782.229,0,0,1
2942,2022,OH,25.0,0.001,Electric Utility,OIL,213.0,196815.0,14062.0,132035.7,0,0,1
2847,2022,OH,680.6,0.1936,IPP Non-CHP,GAS,1154306.0,14515347.0,858095.0,1486.771,0,0,1
55348,2022,OH,795.6,0.1474,IPP Non-CHP,GAS,1027415.0,10927166.0,650714.0,1266.702,0,0,1
2866,2022,OH,1706.5,0.3516,IPP Non-CHP,COAL,5256645.0,63004674.0,6607928.0,2514.124,0,0,1
6019,2022,OH,1425.6,0.244,IPP Non-CHP,COAL,3046993.0,32715876.0,3356445.0,2203.12,0,0,1
55397,2022,OH,714.9,0.796,IPP Non-CHP,GAS,4984653.0,36289378.0,2156631.0,865.309,0,0,1
55503,2022,OH,921.6,0.822,IPP Non-CHP,GAS,6636082.0,46791681.0,2780761.0,838.073,0,0,1
2909,2022,OH,32.0,0.0,Electric Utility,GAS,0.0,0.0,0.0,0.0,0,0,1
2869,2022,OH,555.6,0.1264,IPP Non-CHP,OIL,615209.0,7525591.0,451238.0,1466.941,0,0,1
7158,2022,OH,571.8,0.0202,Electric Utility,GAS,101264.0,1833386.0,116535.0,2301.611,0,0,1
2854,2022,OH,126.6,0.0168,IPP Non-CHP,GAS,18591.0,263723.0,15413.0,1658.132,0,0,1
56807,2022,VA,559.0,0.4917,Electric Utility,GAS,2407706.0,17069957.0,1018087.0,845.69,1,0,1
58260,2022,VA,1472.2,0.5605,Electric Utility,GAS,7228016.0,51184898.0,3041844.0,841.681,1,0,1
55738,2022,VA,88.0,0.4302,IPP Non-CHP,GAS,331611.0,3153157.0,187385.0,1130.149,1,0,1
52089,2022,VA,27.2,0.6923,Industrial CHP,GAS,164960.0,946717.0,55330.0,670.835,1,0,1
3803,2022,VA,51.1,0.0034,Electric Utility,OIL,1533.0,25438.0,2077.0,2710.163,1,0,1
3797,2022,VA,1499.5,0.2506,Electric Utility,COAL,3292150.0,29440387.0,2388415.0,1450.976,1,0,1
3775,2022,VA,475.0,0.0206,Electric Utility,GAS,85724.0,1028960.0,61148.0,1426.614,1,0,1
7213,2022,VA,848.0,0.085,Electric Utility,COAL,631232.0,7158960.0,734507.0,2327.218,1,0,1
55381,2022,VA,402.5,0.0158,IPP Non-CHP,OIL,55864.0,577711.0,46878.0,1678.279,1,0,1
7212,2022,VA,368.4,0.017,Electric Utility,GAS,54999.0,703207.0,48690.0,1770.559,1,0,1
52019,2022,VA,1313.0,0.3985,IPP Non-CHP,GAS,4583416.0,41781579.0,2493716.0,1088.147,1,0,1
52087,2022,VA,388.8,0.018,Electric Utility,GAS,61298.0,771311.0,53188.0,1735.388,1,0,1
54844,2022,VA,300.4,0.3882,Electric Utility,GAS,1021654.0,8517052.0,510649.0,999.651,1,0,1
7032,2022,VA,407.7,0.0091,Electric Utility,GAS,32616.0,424750.0,28793.0,1765.581,1,0,1
59913,2022,VA,1773.3,0.7175,Electric Utility,GAS,11145392.0,72122470.0,4286145.0,769.133,1,0,1
10633,2022,VA,399.0,0.1939,IPP CHP,GAS,677731.0,5616776.0,338971.0,1000.312,1,0,1
52152,2022,VA,82.5,0.2867,Industrial CHP,GAS,207161.0,0.0,0.0,0.0,1,0,1
7839,2022,VA,892.5,0.112,Electric Utility,GAS,875311.0,8957830.0,550696.0,1258.287,1,0,1
7837,2022,VA,509.1,0.0524,Electric Utility,GAS,233835.0,2762360.0,168789.0,1443.661,1,0,1
3799,2022,VA,82.8,0.0036,Electric Utility,OIL,2615.0,47352.0,3867.0,2957.476,1,0,1
7836,2022,VA,513.3,0.0742,Electric Utility,GAS,333810.0,3659616.0,223460.0,1338.845,1,0,1
3800,2022,VA,82.8,0.0273,Electric Utility,OIL,19824.0,332771.0,27175.0,2741.63,1,0,1
3804,2022,VA,709.0,0.2844,Electric Utility,GAS,1766039.0,13042295.0,777459.0,880.455,1,0,1
59004,2022,VA,812.0,0.4921,IPP Non-CHP,GAS,3500284.0,24641530.0,1444186.0,825.182,1,0,1
7838,2022,VA,705.5,0.1141,Electric Utility,GAS,705265.0,7245536.0,441692.0,1252.555,1,0,1
54081,2022,VA,114.8,0.0678,IPP CHP,GAS,68207.0,410523.0,24397.0,715.389,1,0,1
3785,2022,VA,27.0,0.0074,IPP Non-CHP,OIL,1749.0,41765.0,3388.0,3874.214,1,0,1
55439,2022,VA,1011.4,0.4205,IPP Non-CHP,GAS,3725379.0,26761636.0,1592749.0,855.08,1,0,1
56808,2022,VA,668.0,0.233,Electric Utility,COAL,1363496.0,14833805.0,1400433.0,2054.18,1,0,1
55939,2022,VA,1472.2,0.5938,Electric Utility,GAS,7658025.0,52870869.0,3142028.0,820.585,1,0,1
54998,2022,VA,60.0,0.2374,Commercial CHP,OIL,124779.0,1003095.0,64399.0,1032.203,1,0,1
55285,2022,VA,285.0,0.0144,IPP Non-CHP,GAS,35916.0,427929.0,25210.0,1403.809,1,0,1
3809,2022,VA,882.0,0.004,Electric Utility,OIL,30519.0,423923.0,34295.0,2247.427,1,0,1
50491,2022,WV,115.5,0.5079,Industrial CHP,GAS,513834.0,3466719.0,204509.0,796.011,0,1,1
55284,2022,WV,353.4,0.0834,IPP Non-CHP,GAS,258049.0,2806997.0,165579.0,1283.315,0,1,1
55276,2022,WV,519.0,0.0876,Electric Utility,GAS,398273.0,4847924.0,286044.0,1436.421,0,1,1
3943,2022,WV,1152.0,0.4909,Electric Utility,COAL,4954208.0,51504797.0,5284387.0,2133.292,0,1,1
10151,2022,WV,95.7,0.7327,IPP Non-CHP,COAL,614244.0,8079647.0,828980.0,2699.189,0,1,1
3944,2022,WV,2052.0,0.6708,Electric Utility,COAL,12058137.0,124630985.0,12787135.0,2120.914,0,1,1
3935,2022,WV,2932.6,0.2844,Electric Utility,COAL,7306252.0,78748564.0,8079241.0,2211.597,0,1,1
56671,2022,WV,807.5,0.6446,IPP Non-CHP,COAL,4559836.0,42116988.0,4321201.0,1895.332,0,1,1
3948,2022,WV,1632.6,0.2449,Electric Utility,COAL,3501887.0,39471973.0,4048991.0,2312.462,0,1,1
3954,2022,WV,1680.9,0.3154,Electric Utility,COAL,4644202.0,48680262.0,4994593.0,2150.894,0,1,1
6264,2022,WV,1300.0,0.4581,Electric Utility,COAL,5216833.0,53453739.0,5481463.0,2101.452,0,1,1
55349,2022,WV,344.0,0.301,IPP Non-CHP,GAS,906927.0,9569666.0,572191.0,1261.824,0,1,1
6004,2022,WV,1368.0,0.6743,IPP Non-CHP,COAL,8080662.0,82324426.0,8446479.0,2090.541,0,1,1
55279,2021,IL,1086.2,0.0814,IPP Non-CHP,GAS,774176.0,7815525.0,464463.0,1199.891,0,0,1
55296,2021,IL,312.8,0.0071,IPP Non-CHP,GAS,19348.0,390481.0,22682.0,2344.645,0,0,1
55188,2021,IL,611.2,0.4166,IPP Non-CHP,GAS,2230323.0,15246182.0,906090.0,812.519,0,0,1
55253,2021,IL,356.0,0.0087,IPP Non-CHP,GAS,27150.0,403375.0,23972.0,1765.897,0,0,1
55438,2021,IL,540.0,0.105,IPP Non-CHP,GAS,496717.0,5758841.0,342239.0,1378.004,0,0,1
55199,2021,IL,1728.0,0.0553,IPP Non-CHP,GAS,836575.0,9382343.0,557575.0,1332.995,0,0,1
56462,2021,IL,29.5,0.0169,Electric Utility,GAS,4355.0,37477.0,2190.0,1005.89,0,0,1
54556,2021,IL,54.6,0.5307,Industrial CHP,GAS,253819.0,1744117.0,101934.0,803.203,0,0,1
384,2021,IL,1320.0,0.0607,IPP Non-CHP,GAS,701799.0,7579507.0,449311.0,1280.456,0,0,1
55131,2021,IL,1256.0,0.5423,IPP Non-CHP,GAS,5966561.0,45801221.0,2721900.0,912.385,0,0,1
876,2021,IL,1319.0,0.3404,IPP Non-CHP,COAL,3933111.0,40652239.0,4263606.0,2168.058,0,0,1
55236,2021,IL,692.0,0.0542,IPP Non-CHP,GAS,328567.0,4477938.0,266114.0,1619.846,0,0,1
55222,2021,IL,692.0,0.0027,IPP Non-CHP,GAS,16637.0,240939.0,14319.0,1721.398,0,0,1
55640,2021,IL,726.0,0.1323,IPP Non-CHP,GAS,841111.0,8699857.0,517025.0,1229.387,0,0,1
55216,2021,IL,218.8,0.3211,IPP CHP,GAS,615510.0,4024481.0,235209.0,764.273,0,0,1
55183,2021,IL,627.5,0.4067,IPP Non-CHP,GAS,2235299.0,15851505.0,942036.0,842.872,0,0,1
879,2021,IL,1785.6,0.1727,IPP Non-CHP,COAL,2701322.0,33359096.0,3548135.0,2626.962,0,0,1
55238,2021,IL,316.0,0.0955,IPP Non-CHP,GAS,264296.0,2867676.0,170422.0,1289.633,0,0,1
55936,2021,IL,168.0,0.114,IPP Non-CHP,GAS,167822.0,1710671.0,101663.0,1211.563,0,0,1
55109,2021,IL,415.5,0.0385,IPP Non-CHP,GAS,140188.0,1669701.0,99351.0,1417.398,0,0,1
54044,2021,IL,59.9,0.2357,Commercial CHP,GAS,123684.0,663854.0,38799.0,627.383,0,0,1
55250,2021,IL,353.4,0.0732,IPP Non-CHP,GAS,226635.0,2508871.0,147989.0,1305.968,0,0,1
883,2021,IL,793.7,0.2996,IPP Non-CHP,COAL,2083299.0,24505496.0,2593775.0,2490.065,0,0,1
884,2021,IL,598.4,0.1324,IPP Non-CHP,COAL,694080.0,8359148.0,882901.0,2544.09,0,0,1
972,2021,IL,33.4,0.0133,Electric Utility,GAS,3889.0,67815.0,4000.0,2057.049,0,0,1
55392,2021,IL,596.7,0.1221,IPP Non-CHP,GAS,638453.0,7063247.0,422265.0,1322.776,0,0,1
7336,2021,IN,168.7,0.0122,Electric Utility,GAS,18031.0,245393.0,14852.0,1647.395,0,0,1
983,2021,IN,1303.8,0.4408,Electric Utility,COAL,5034223.0,55415615.0,5685636.0,2258.794,0,0,1
55502,2021,IN,1232.0,0.7372,IPP Non-CHP,GAS,7955751.0,58949126.0,3503257.0,880.685,0,0,1
7335,2021,IN,82.8,0.0132,Electric Utility,GAS,9560.0,132673.0,7991.0,1671.761,0,0,1
6166,2021,IN,2600.0,0.2108,Electric Utility,COAL,4802163.0,53416880.0,5602079.0,2333.148,0,0,1
57794,2021,IN,780.0,0.6513,IPP Non-CHP,GAS,4449837.0,30248572.0,1797633.0,807.954,0,0,1
50366,2021,IN,39.6,0.2104,Commercial CHP,GAS,72976.0,412825.0,24164.0,662.236,0,0,1
1040,2021,IN,93.9,0.034,Electric Utility,COAL,27965.0,397943.0,40828.0,2919.941,0,0,1
1353,2021,KY,280.5,0.2241,Electric Utility,GAS,550541.0,5683037.0,337737.0,1226.928,0,1,1
6018,2021,KY,772.0,0.376,Electric Utility,COAL,2542673.0,28863965.0,2961446.0,2329.396,0,1,1
6041,2021,KY,1608.5,0.5982,Electric Utility,COAL,8428929.0,76896472.0,7889578.0,1872.024,0,1,1
1384,2021,KY,344.0,0.1588,Electric Utility,COAL,478612.0,5142217.0,527588.0,2204.659,0,1,1
55198,2021,KY,1150.0,0.0558,IPP Non-CHP,GAS,561639.0,6489857.0,385682.0,1373.415,0,1,1
54,2021,KY,1055.0,0.0632,Electric Utility,GAS,584332.0,7003137.0,416952.0,1427.106,0,1,1
55297,2021,MI,1176.0,0.6839,IPP Non-CHP,GAS,7045134.0,51230926.0,3044577.0,864.306,0,0,1
50555,2021,NC,180.0,0.0067,Electric Utility,OIL,10517.0,103327.0,8379.0,1593.487,0,1,1
55262,2021,OH,49.5,0.0068,Electric Utility,GAS,2933.0,29676.0,1751.0,1194.204,0,0,1
55263,2021,OH,49.5,0.0064,Electric Utility,GAS,2755.0,33890.0,1998.0,1450.091,0,0,1
55264,2021,OH,49.5,0.0069,Electric Utility,GAS,2980.0,34202.0,2018.0,1354.161,0,0,1
55990,2021,OH,26.1,0.7672,IPP CHP,GAS,175414.0,916376.0,53557.0,610.637,0,0,1
2836,2021,OH,712.1,0.1329,IPP Non-CHP,COAL,828701.0,8203197.0,841615.0,2031.167,0,0,1
2878,2021,OH,166.5,0.6679,IPP CHP,OIL,974210.0,12789045.0,1348606.0,2768.614,0,0,1
2903,2021,OH,39.3,0.0096,Electric Utility,GAS,3291.0,54204.0,3212.0,1952.086,0,0,1
2828,2021,OH,1880.4,0.6111,IPP Non-CHP,COAL,10066943.0,104245648.0,10694220.0,2124.621,0,0,1
59773,2021,OH,832.3,0.6545,IPP Non-CHP,GAS,4771737.0,35228598.0,2093561.0,877.484,0,0,1
57908,2021,OH,47.2,0.5293,Commercial CHP,GAS,218831.0,1217138.0,71150.0,650.269,0,0,1
60376,2021,OH,962.0,0.708,IPP Non-CHP,GAS,5966442.0,40219945.0,2390214.0,801.219,0,0,1
55247,2021,OH,564.0,0.0727,IPP Non-CHP,GAS,359136.0,4378468.0,259152.0,1443.199,0,0,1
2831,2021,OH,159.1,0.0052,IPP Non-CHP,GAS,7198.0,145510.0,8504.0,2362.955,0,0,1
2914,2021,OH,49.6,0.1349,Electric Utility,COAL,58619.0,961082.0,98053.0,3345.431,0,0,1
55350,2021,OH,678.3,0.6897,Electric Utility,GAS,4097994.0,26725417.0,1588260.0,775.14,0,0,1
55701,2021,OH,739.5,0.5618,Electric Utility,GAS,3639314.0,26022197.0,1546458.0,849.862,0,0,1
8102,2021,OH,2600.0,0.6062,IPP Non-CHP,COAL,13806727.0,143660903.0,14736057.0,2134.62,0,0,1
55228,2021,OH,236.0,0.0898,Electric Utility,GAS,185584.0,1851611.0,109302.0,1177.923,0,0,1
2917,2021,OH,126.9,0.0009,Electric Utility,GAS,982.0,0.0,0.0,0.0,0,0,1
55736,2021,OH,1429.8,0.7593,IPP Non-CHP,GAS,9510071.0,69249552.0,4115401.0,865.483,0,0,1
56848,2021,OH,67.0,0.5647,IPP CHP,COAL,331460.0,1775790.0,103786.0,626.235,0,0,1
2876,2021,OH,1086.5,0.5289,Electric Utility,COAL,5034281.0,55610202.0,5705599.0,2266.699,0,0,1
61322,2021,OH,521.9,0.1522,IPP Non-CHP,GAS,695881.0,3786003.0,224998.0,646.658,0,0,1
55110,2021,OH,692.0,0.087,Electric Utility,GAS,527447.0,6902194.0,410169.0,1555.298,0,0,1
2832,2021,OH,1180.8,0.6551,IPP Non-CHP,COAL,6776495.0,68609580.0,7039341.0,2077.576,0,0,1
57822,2021,OH,67.0,0.6141,IPP CHP,COAL,360406.0,1921937.0,112328.0,623.339,0,0,1
59326,2021,OH,543.9,0.5636,IPP Non-CHP,GAS,2685179.0,18310239.0,1088152.0,810.488,0,0,1
2848,2021,OH,32.6,0.0034,IPP Non-CHP,GAS,962.0,32035.0,1872.0,3892.418,0,0,1
7783,2021,OH,32.0,0.0079,Electric Utility,GAS,2207.0,30038.0,1771.0,1604.712,0,0,1
7782,2021,OH,32.0,0.0084,Electric Utility,GAS,2345.0,31077.0,1835.0,1565.117,0,0,1
59764,2021,OH,1061.5,0.6445,IPP Non-CHP,GAS,5993118.0,40814988.0,2425575.0,809.454,0,0,1
2935,2021,OH,84.5,0.0369,Electric Utility,GAS,27303.0,453299.0,36937.0,2705.698,0,0,1
2936,2021,OH,55.5,0.002,Electric Utility,COAL,955.0,16900.0,1454.0,3045.154,0,0,1
2937,2021,OH,36.3,0.0014,Electric Utility,OIL,442.0,12957.0,1058.0,4787.805,0,0,1
10244,2021,OH,92.8,0.4288,Industrial CHP,GAS,348550.0,1447408.0,0.0,0.0,0,0,1
2880,2021,OH,450.0,0.0924,IPP Non-CHP,GAS,364083.0,4755834.0,282630.0,1552.558,0,0,1
7872,2021,OH,594.0,0.0537,Electric Utility,GAS,279393.0,2995275.0,177523.0,1270.775,0,0,1
55401,2021,OH,977.5,0.0661,IPP Non-CHP,GAS,566141.0,6274378.0,372883.0,1317.279,0,0,1
60356,2021,OH,1210.4,0.2074,IPP Non-CHP,GAS,2198702.0,14532620.0,863654.0,785.604,0,0,1
2942,2021,OH,25.0,0.0029,Electric Utility,OIL,629.0,128210.0,9160.0,29126.213,0,0,1
2847,2021,OH,680.6,0.1685,IPP Non-CHP,GAS,1004697.0,11650186.0,688653.0,1370.866,0,0,1
55348,2021,OH,795.6,0.1515,IPP Non-CHP,GAS,1055565.0,9717609.0,577913.0,1094.983,0,0,1
2866,2021,OH,1706.5,0.3115,IPP Non-CHP,COAL,4656053.0,53839324.0,5646647.0,2425.508,0,0,1
6019,2021,OH,1425.6,0.3664,IPP Non-CHP,COAL,4575243.0,48133926.0,4931128.0,2155.57,0,0,1
55397,2021,OH,714.9,0.7699,IPP Non-CHP,GAS,4821284.0,34468909.0,2048435.0,849.746,0,0,1
55503,2021,OH,921.6,0.7669,IPP Non-CHP,GAS,6191450.0,43610521.0,2591716.0,837.192,0,0,1
2909,2021,OH,32.0,0.0,Electric Utility,GAS,0.0,0.0,0.0,0.0,0,0,1
2869,2021,OH,555.6,0.0654,IPP Non-CHP,OIL,318246.0,3898818.0,233446.0,1467.08,0,0,1
7158,2021,OH,571.8,0.0105,Electric Utility,GAS,52520.0,1115809.0,67482.0,2569.772,0,0,1
2854,2021,OH,126.6,0.0128,IPP Non-CHP,GAS,14177.0,196913.0,11508.0,1623.543,0,0,1
50481,2021,TN,194.3,0.6692,Industrial CHP,COAL,1138973.0,6519634.0,483557.0,849.11,0,0,1
56807,2021,VA,559.0,0.6342,Electric Utility,GAS,3105489.0,22326004.0,1331704.0,857.645,1,0,1
54304,2021,VA,258.3,0.04,IPP Non-CHP,COAL,90415.0,1021548.0,104810.0,2318.422,1,0,1
58260,2021,VA,1472.2,0.6724,Electric Utility,GAS,8671856.0,60954193.0,3622395.0,835.437,1,0,1
55738,2021,VA,88.0,0.5144,IPP Non-CHP,GAS,396502.0,3793656.0,225450.0,1137.195,1,0,1
52089,2021,VA,27.2,0.7233,Industrial CHP,GAS,172350.0,998097.0,58333.0,676.917,1,0,1
3803,2021,VA,67.4,0.0002,Electric Utility,OIL,116.0,2224.0,182.0,3131.406,1,0,1
3797,2021,VA,1499.5,0.2313,Electric Utility,GAS,3037850.0,26316936.0,2050186.0,1349.761,1,0,1
3775,2021,VA,475.0,0.032,Electric Utility,GAS,133136.0,1688040.0,100317.0,1506.983,1,0,1
7213,2021,VA,848.0,0.1202,Electric Utility,COAL,892660.0,10263990.0,1053088.0,2359.438,1,0,1
55381,2021,VA,402.5,0.0107,IPP Non-CHP,OIL,37804.0,386836.0,31389.0,1660.642,1,0,1
7212,2021,VA,368.4,0.0156,Electric Utility,GAS,50237.0,657385.0,40966.0,1630.906,1,0,1
52019,2021,VA,1313.0,0.3985,IPP Non-CHP,GAS,4583061.0,42276743.0,2515762.0,1097.852,1,0,1
52087,2021,VA,388.8,0.0129,Electric Utility,GAS,43910.0,549292.0,36447.0,1660.068,1,0,1
54844,2021,VA,300.4,0.3794,Electric Utility,GAS,998419.0,8350722.0,498472.0,998.522,1,0,1
7032,2021,VA,407.7,0.0071,Electric Utility,GAS,25323.0,334158.0,21387.0,1689.128,1,0,1
59913,2021,VA,1773.3,0.7412,Electric Utility,GAS,11513187.0,75049280.0,4460053.0,774.773,1,0,1
10633,2021,VA,399.0,0.2745,IPP CHP,GAS,959580.0,7646287.0,454505.0,947.301,1,0,1
7839,2021,VA,892.5,0.0608,Electric Utility,GAS,475467.0,4846898.0,295406.0,1242.592,1,0,1
7837,2021,VA,509.1,0.1074,Electric Utility,GAS,479109.0,5370565.0,320698.0,1338.728,1,0,1
3799,2021,VA,82.8,0.0014,Electric Utility,OIL,996.0,17384.0,1420.0,2850.659,1,0,1
7836,2021,VA,513.3,0.1496,Electric Utility,GAS,672609.0,6928419.0,413275.0,1228.871,1,0,1
3800,2021,VA,82.8,0.0085,Electric Utility,OIL,6142.0,107595.0,8787.0,2861.125,1,0,1
3804,2021,VA,709.0,0.3731,Electric Utility,GAS,2316933.0,16908716.0,1005264.0,867.754,1,0,1
59004,2021,VA,812.0,0.7115,IPP Non-CHP,GAS,5060915.0,35323696.0,2099241.0,829.59,1,0,1
7838,2021,VA,705.5,0.0807,Electric Utility,GAS,498679.0,5123664.0,306171.0,1227.928,1,0,1
10017,2021,VA,101.0,0.5888,Industrial CHP,COAL,520976.0,1868887.0,10388.0,39.88,1,0,1
54081,2021,VA,229.6,0.0261,IPP CHP,GAS,52526.0,308936.0,18360.0,699.09,1,0,1
3785,2021,VA,27.0,0.0012,IPP Non-CHP,OIL,291.0,10441.0,847.0,5821.306,1,0,1
55439,2021,VA,1011.4,0.4118,IPP Non-CHP,GAS,3648718.0,26022441.0,1546602.0,847.751,1,0,1
56808,2021,VA,668.0,0.163,Electric Utility,COAL,953703.0,10588581.0,960171.0,2013.564,1,0,1
55939,2021,VA,1472.2,0.5513,Electric Utility,GAS,7109295.0,49380569.0,2934626.0,825.574,1,0,1
55285,2021,VA,285.0,0.0232,IPP Non-CHP,GAS,58017.0,698294.0,41175.0,1419.401,1,0,1
3809,2021,VA,882.0,0.0064,Electric Utility,OIL,49228.0,598522.0,48439.0,1967.932,1,0,1
50491,2021,WV,115.5,0.7438,Industrial CHP,GAS,752590.0,5068137.0,299152.0,794.993,0,1,1
55284,2021,WV,353.4,0.0927,IPP Non-CHP,GAS,286954.0,3282139.0,193625.0,1349.518,0,1,1
55276,2021,WV,519.0,0.0728,Electric Utility,GAS,331154.0,4020478.0,237199.0,1432.56,0,1,1
3943,2021,WV,1152.0,0.5161,Electric Utility,COAL,5208498.0,51562038.0,5290255.0,2031.394,0,1,1
10151,2021,WV,95.7,0.7532,IPP Non-CHP,COAL,631409.0,8224031.0,843784.0,2672.703,0,1,1
3944,2021,WV,2052.0,0.6394,Electric Utility,COAL,11494151.0,117051970.0,12009520.0,2089.675,0,1,1
3935,2021,WV,2932.6,0.4676,Electric Utility,COAL,12011111.0,122752260.0,12594279.0,2097.105,0,1,1
56671,2021,WV,807.5,0.7849,IPP Non-CHP,COAL,5551798.0,51226202.0,5255807.0,1893.371,0,1,1
3948,2021,WV,1632.6,0.3335,Electric Utility,COAL,4769104.0,49696486.0,5098240.0,2138.029,0,1,1
3954,2021,WV,1680.9,0.3741,Electric Utility,COAL,5508707.0,57367773.0,5885931.0,2136.956,0,1,1
6264,2021,WV,1300.0,0.6263,Electric Utility,COAL,7132758.0,71684682.0,7353642.0,2061.935,0,1,1
55349,2021,WV,344.0,0.4156,IPP Non-CHP,GAS,1252463.0,13022037.0,774961.0,1237.499,0,1,1
6004,2021,WV,1368.0,0.6328,IPP Non-CHP,COAL,7582771.0,79542656.0,8161061.0,2152.527,0,1,1
